budget,popularity,vote_average,vote_count,revenue,runtime
50100000,59.634029,6.7,2542,153962963,105
65000000,38.994297,5.9,1389,156974557,103
65000000,49.660055,5.7,1252,128905366,123
4200000,11.743085,6.4,215,38376497,114
65000000,9.110247,6.1,94,0,143
65000000,6.227675,5.6,1600,240159255,95
45000000,42.57877,6,1175,73762516,105
65000000,15.858629,6.5,314,89456761,120
65000000,14.866901,6,208,0,135
65000000,15.194239,6.1,779,64321501,101
63000000,146.757391,8.3,9413,100853753,139
65000000,8.629665,6.7,186,43545364,124
65000000,16.803457,5.4,269,17218080,100
65000000,2.952595,4.9,52,0,105
65000000,31.324734,5,687,71154592,92
50000000,20.415572,6.7,274,42093706,130
43000000,28.613892,4.8,575,56681566,97
65000000,85.428395,6.3,1286,39407616,102
64000000,4.137237,5.3,63,74608570,133
55000000,60.246978,6.7,1772,203427584,121
50000000,42.551902,7.1,1165,132180323,147
63000000,40.137264,5.9,979,296655431,94
65000000,24.857079,6.1,409,44091067,94
63000000,40.413191,7.6,4856,920100000,127
63000000,13.859307,6.5,202,25052000,191
62000000,18.832471,6.4,386,215887717,141
65000000,9.568884,5.9,145,121545703,127
64000000,12.421504,5.3,261,101595121,98
62000000,18.096884,6.1,340,127666415,116
62000000,11.056763,6.5,195,107879496,106
62000000,13.218008,4.3,242,41819064,87
62000000,11.262655,5.8,178,18720175,125
44000000,68.717016,7.6,4274,155760117,167
53000000,19.412028,5.9,569,0,93
63000000,16.791058,5.5,331,183953723,95
65000000,65.197968,7,4997,422610419,117
80000000,32.829538,6.1,1373,516642939,115
60000000,30.951203,6.9,1343,244082376,115
60000000,103.698022,8.2,4048,284600000,189
0,31.719463,5.6,648,253625427,100
150000000,47.973995,5.6,944,314432665,81
61000000,143.041543,7.9,5862,369330363,145
60000000,86.476817,7.3,3583,214034224,119
58000000,59.824565,6.6,1174,352194034,130
60000000,18.345613,6.1,205,149705852,116
60000000,56.488027,7.8,4537,264118201,103
70000000,29.464852,6.8,817,218613188,99
60000000,18.106021,5.6,506,164433867,92
61000000,42.881415,6.6,1589,131940411,109
60000000,18.735024,5,352,93375151,87
60000000,62.766854,6.6,1919,176070171,110
60000000,24.153567,5.9,487,93354918,101
60000000,41.515702,6,1272,171757863,83
70000000,26.676487,5.3,588,171844840,113
60000000,16.278022,5.9,353,157920733,107
60000000,18.831023,5.7,526,129181830,94
61000000,113.161483,6.4,3040,311256926,132
60000000,28.800112,5.8,636,204594016,133
60000000,19.705489,6.5,521,0,125
58000000,41.430245,6.6,2808,71664962,111
55000000,23.127561,6.8,422,100230832,163
60000000,12.867352,6.7,292,186883563,170
65000000,44.815022,7,1451,217764291,120
60000000,37.537093,5.3,779,165333180,92
60000000,10.99991,6.2,207,74541707,115
60000000,56.868399,6.3,2998,218340595,130
60000000,22.991269,5.6,604,73648228,105
60000000,15.798622,6.7,247,0,111
60000000,38.820858,6.2,1325,137551594,106
0,10.292864,4.3,203,0,89
60000000,51.146047,7.3,1386,124596398,100
60000000,20.501582,4.9,950,163403799,91
70000000,45.299089,7.3,1553,130293714,146
50000000,4.280619,4.5,137,61112916,98
60000000,28.848842,5.6,644,170268750,101
60000000,22.501041,5.5,575,129832389,89
66000000,47.479755,6.5,2225,99318987,122
70000000,10.147321,6.1,109,56702901,115
60000000,39.539045,6.7,789,107139399,90
60000000,19.747459,6.1,527,159330280,124
60000000,29.018826,5.9,581,96269812,119
60000000,4.801849,5.9,50,0,119
60000000,16.493576,5.8,258,50877145,93
0,21.549232,5.3,483,0,98
60000000,13.080725,5.6,210,104324083,100
60000000,42.538258,5.9,1173,50549107,105
60000000,29.876507,6.4,1581,101134059,124
60000000,61.849521,5.8,1621,205754447,99
70000000,37.44963,5.9,1365,162000000,109
61000000,37.378081,6.9,1462,95696996,124
60000000,30.656345,6.6,668,108255770,97
75000000,15.142701,6.3,338,46683377,104
60000000,59.547928,7.5,3070,469160692,100
0,19.998581,5.3,425,0,115
60000000,27.615108,6,669,43061982,101
60000000,29.041198,6.2,1778,105200903,113
60000000,25.293538,4.6,524,62357900,97
60000000,23.85119,7,1125,122233971,134
60000000,21.685719,6.7,484,87784194,127
78146652,13.630049,5.7,201,60000000,125
65000000,6.80692,5.1,80,36850101,94
60000000,15.352807,5.8,225,77920346,108
70000000,23.661071,5.6,556,104945765,91
60000000,21.605533,6.1,479,67312826,117
60000000,22.620125,5.8,391,119940815,100
0,18.587114,6.6,366,0,111
80000000,24.657931,6.2,487,74901339,117
60000000,12.621769,5.8,130,33956608,110
60000000,21.08952,5.7,380,55003135,96
60000000,18.380176,5.9,375,73174566,101
60000000,18.877795,6,368,0,111
60000000,17.299333,6.6,234,31720158,109
80000000,16.848899,6.3,251,39459427,126
60000000,21.547446,7.4,797,47383689,122
0,16.930969,5.1,464,141702264,78
60000000,36.689223,4.7,549,71073932,101
60000000,28.350927,5.4,692,78309131,87
60000000,18.815442,6.6,372,26288320,86
60000000,29.787135,6.5,742,26673242,96
60000000,8.927137,6.1,204,52322400,104
50000000,15.213484,5.7,287,49111202,121
60000000,13.155999,6.3,271,17800000,140
72000000,15.433244,7,285,27642707,131
90000000,5.762037,4.9,109,14828081,91
60000000,22.736038,6,487,30800231,118
60000000,45.514031,6.2,1602,90565421,130
60000000,18.676291,5,371,50650079,90
30000000,14.376463,5.3,274,25473093,105
80000000,14.298297,5.7,166,0,122
60000000,27.018886,6,592,57490374,106
60000000,14.84856,4.7,320,39031337,103
60000000,52.417529,5.4,1055,30418560,106
60000000,15.406173,4.1,224,0,127
35000000,6.523472,6.7,110,0,127
68490000,4.72629,6,24,193677158,120
80000000,8.923215,6.8,91,10166502,132
58000000,514.569956,7.4,10995,783112979,108
60000000,9.265672,4.9,111,0,114
58800000,87.53437,7.4,4469,542307423,133
58000000,45.351617,6.2,995,158162788,103
58000000,13.43573,6.5,579,102854431,95
83000000,6.248309,4.4,134,59468275,90
63000000,31.294717,5.7,690,189015611,102
58000000,7.739276,5.7,130,41299492,114
60000000,19.694695,4.9,388,0,119
58000000,14.403696,5.1,276,85280250,103
58000000,1.551497,6.1,1658,44000000,119
60000000,2.143764,5.8,1363,300228084,97
58000000,12.29603,5.9,178,50365377,125
57000000,33.8473,7.2,1374,152944660,144
70000000,21.723897,5.5,453,58058367,116
57000000,31.791979,6.4,535,115267375,103
60000000,14.113066,6,226,61347797,97
57000000,48.622278,4.7,1135,149217355,95
57000000,9.061866,5.5,145,62112895,131
56000000,35.4763,5.8,842,113006880,95
56000000,23.438398,6,381,57223890,86
55000000,138.133331,8.2,7927,677945399,142
60000000,47.336034,5.5,1177,361366633,92
55000000,29.97224,6.6,1698,330444045,108
55000000,47.845589,6.7,1457,346079773,81
55000000,48.507081,6.9,1022,300218018,143
54000000,20.28119,5.4,702,128769345,95
70000000,34.576913,6.4,1665,368100420,118
55000000,22.573237,5.4,496,0,92
55000000,36.194802,6,1129,231449203,103
55000000,52.786917,7.6,2454,95000000,134
55000000,38.06168,5.9,1122,152263880,97
50000000,19.830132,6,1019,287928194,100
55000000,79.922059,7.1,2954,192330738,132
55000000,19.738215,5.6,485,154906693,105
53000000,20.334629,7,498,157387195,116
55000000,80.581367,7.7,2525,307077295,117
55000000,32.05145,6.1,772,223387299,98
55000000,15.064058,5.9,210,214015089,123
55000000,21.272734,6.4,529,198685114,114
30000000,79.754966,7.7,4949,180949000,111
55000000,13.191829,6,254,0,97
30000000,50.622607,7.6,3948,152159461,136
55000000,22.787667,6.1,458,63408614,104
55000000,29.498304,6.3,636,149022650,104
55000000,25.400935,6.2,735,56932305,110
55000000,17.231675,5.8,256,121969216,133
55000000,32.835777,5.7,751,187361754,94
55000000,17.097041,6.3,461,127906624,104
55000000,14.414937,5.7,254,110000000,91
50000000,45.856409,6.2,1633,159773545,114
55000000,7.027139,5.9,120,141047179,134
55000000,32.657488,6.7,658,41610884,122
50000000,12.46525,6.4,236,75000000,109
55000000,39.882276,7,883,259207227,95
68000000,39.395881,5.3,881,68267862,98
55000000,8.634954,6,189,34234008,94
80000000,7.386394,6.2,146,0,126
55000000,8.802525,5.1,188,33828318,118
0,10.449975,5.4,251,33472850,91
60000000,23.700759,6.4,374,118338361,88
55000000,27.50916,7.3,1131,113020255,141
50000000,20.58862,5.3,284,60209334,107
55000000,4.366488,5.7,194,18626419,116
70000000,18.927463,7,438,154648887,143
55000000,15.274137,6.6,303,74237563,114
62000000,29.954302,5.4,703,52304001,93
56000000,4.362535,6.1,48,12923936,214
55000000,4.700024,5.2,62,11466088,100
55000000,12.340384,5.7,134,0,107
50000000,14.808304,6.2,316,80383290,112
57000000,9.27875,4.2,91,28283637,95
55000000,22.863516,6.9,573,89519773,119
47000000,23.05451,7.1,346,0,133
2000000,23.962109,7.3,395,9250000,153
55000000,12.669778,5.3,123,6416302,96
54000000,67.169587,6.2,1528,155010032,117
55000000,41.472404,7.5,2039,168167691,123
55000000,22.503935,5.2,481,9489829,92
54000000,59.194915,7.1,1546,136766062,162
57000000,22.894898,6.1,327,52034889,123
54000000,18.600367,5.4,407,130431368,108
54000000,30.515175,6.5,629,190458706,127
54000000,9.053456,3.5,104,7266209,121
55000000,7.768223,5.7,95,9450897,125
46000000,19.643365,5.5,308,107196498,99
53000000,45.565918,7.4,1432,139804348,94
52500000,57.374341,7.4,1300,179213434,127
75000000,8.41856,5.4,113,54249294,89
53000000,46.049902,6.3,1242,98837872,122
90000000,23.9366,6.7,526,65900249,132
53000000,49.593978,7.2,1486,126690726,109
67000000,16.637642,6.8,459,25037897,191
0,1.453765,5.9,26,0,172
0,6.162872,5.4,81,5761917,124
52000000,73.944049,7.7,3795,352114312,141
40000000,38.306954,6.7,1702,132820716,157
52000000,26.251217,5.6,832,204999686,106
52000000,30.780599,6.4,1386,609841637,108
52000000,25.41929,5.7,1013,216485654,125
50000000,15.98212,5.1,316,110803676,104
52000000,40.072583,7.2,771,98126565,170
52000000,32.015477,5.9,736,75450437,112
82000000,24.444186,6.9,435,47434430,118
52000000,40.06688,7.8,1307,116112375,178
52000000,27.916284,6.1,675,52826594,92
52000000,15.20707,5.1,278,0,104
51000000,39.001682,6.1,927,149270999,116
51000000,10.430832,5.3,225,72779000,90
0,5.952527,5.1,109,47231070,93
50000000,94.815867,5.6,2436,709827462,130
60000000,67.298732,7.3,4056,484409218,90
50200000,26.60772,6.5,1652,127869379,106
48000000,28.803729,6.6,909,390493908,143
50000000,27.039636,6.7,913,273552592,139
50000000,68.87691,6.3,4697,549368315,106
50000000,37.885022,7.2,915,314178011,139
50000000,35.537397,7,832,202292902,115
50000000,38.125008,6,923,173649015,119
50000000,18.121404,5.6,644,171269535,96
50000000,37.069253,6.6,2435,260095987,112
52000000,30.347332,7.1,716,256271286,131
50000000,23.854701,6.3,850,177371441,116
50000000,52.380982,7,3319,188441614,112
60000000,50.163785,7.2,1516,223664608,123
70000000,43.849351,6.4,1813,225990978,104
50000000,45.318703,6.2,1650,216972543,107
0,16.368283,6.9,277,0,124
50000000,38.616744,5.8,854,242786137,96
50000000,65.90161,5.6,1652,212902372,125
45000000,45.220386,7.3,1630,184376254,129
90000000,17.457947,6.7,548,161626121,100
50000000,10.755847,5,213,152022101,109
50000000,38.629763,6.5,909,120081841,124
50000000,32.693093,5.9,1486,155446362,121
50000000,18.806031,5.5,399,88715192,97
50000000,32.233713,5.4,632,161451538,110
50000000,37.990705,7,2443,142851197,118
50000000,17.667826,5.2,820,200804534,80
60000000,9.225166,5.2,193,0,99
50000000,46.180421,7,1381,110206216,133
50000000,30.397496,6.3,513,189859560,127
50000000,83.295796,6.8,2268,222809600,106
50000000,23.935053,5.5,509,106303988,98
54000000,84.630969,7.7,4442,132511035,132
50000000,16.251204,6,692,88323487,115
50000000,9.894346,6.2,106,69834815,86
50000000,12.050755,5.1,542,66002004,101
50000000,11.596207,6,220,100020092,113
50000000,53.02787,5.7,3239,224803475,88
50000000,14.382253,6.3,276,119137784,124
50000000,43.450266,5.9,1567,144492830,109
50000000,16.871194,6.3,451,94000000,128
50000000,42.526529,7,938,69411370,144
50000000,34.890999,7.3,755,97437106,95
45000000,18.186026,5.6,267,82800000,105
50000000,13.576765,6.4,223,50068310,121
50000000,19.434672,6,395,48169156,125
50000000,62.925175,7.5,1506,109423648,129
50000000,32.927994,6.3,1067,97607453,125
0,14.837288,6.1,203,0,118
50000000,39.920035,6.1,1611,234989584,113
50000000,28.725621,6.8,582,44547681,140
50000000,20.566554,5.8,817,160602194,89
50000000,20.333953,5.5,434,119208989,104
50000000,33.98637,6.2,652,41482207,106
50000000,42.472324,7.2,1417,83719388,141
50000000,15.931084,5.8,255,0,124
45000000,29.880122,6.1,1267,129394835,94
50000000,28.803802,6.1,750,40203020,108
50000000,14.993459,6.1,298,55495563,105
50000000,9.114168,4.5,104,49000000,102
50000000,12.31101,4.4,269,69425966,92
40000000,41.362082,6.3,1233,144056873,119
50000000,13.298205,5.9,189,49718611,119
40000000,19.085403,6.2,371,60462347,99
50000000,9.622345,6.3,88,0,137
50000000,11.106006,4.4,205,113309743,115
50000000,12.25622,5,149,83761844,87
50000000,13.365715,5.8,510,105197635,129
50000000,16.167093,6,268,56714147,120
50000000,23.073933,6,387,30303072,132
50000000,6.567065,6,654,82169884,121
50000000,6.22577,5.9,75,58900031,95
44000000,42.933027,6,1817,63327201,125
50000000,19.226763,6.2,286,42792561,98
50000000,10.089065,6.1,206,26199517,110
50000000,13.391833,6,368,60161391,118
50000000,21.637234,5.6,373,42277365,97
70000000,61.245957,7.6,1436,23159305,86
50000000,25.237969,7.1,775,34808403,119
50000000,21.589393,6.6,428,25035950,139
50000000,22.442241,7.3,480,38955598,130
40000000,6.004422,5.4,120,0,100
50000000,74.64653,6.3,1148,71561644,114
51500000,35.481169,7.2,848,55112356,100
50000000,14.723467,5.8,458,44434439,110
60000000,21.084542,6.2,367,66976317,148
49900000,21.408222,5.2,501,26121638,102
50000000,19.267479,5.8,391,38502340,84
50000000,3.314004,5.9,81,10541523,114
50000000,21.312186,5.8,274,16671505,99
50000000,7.44268,5.5,108,10382407,135
22000000,12.54949,6.5,235,24188922,108
50000000,18.394571,6,444,22944502,127
50000000,8.189406,5.2,44,9851610,95
50000000,27.631262,5.6,760,40828540,95
60000000,40.721373,5.6,984,60052138,124
55000000,11.329727,5.9,132,0,109
50000000,37.253774,4.7,797,55969000,100
50000000,6.397388,5,76,6808550,88
60000000,2.275331,5.4,37,0,105
50000000,30.387148,5.3,600,28931401,105
50000000,8.139676,3.9,112,12764201,97
49000000,21.746245,5.7,437,72700000,87
49000000,2.808428,6.2,71,20423389,104
50000000,31.02233,7.2,666,36348784,116
48000000,25.170217,6.9,562,207515725,147
48000000,80.972475,7.6,3152,474171806,127
0,26.38704,6.5,639,68929150,130
49000000,116.700319,6.6,3062,104399548,120
73000000,33.884459,6.5,826,151493655,118
48000000,53.043124,6.5,1267,196397415,111
0,0.716764,4.3,13,0,0
75000000,34.973086,6.6,692,108000000,114
50000000,40.371098,6.1,547,3324330,137
48000000,18.60049,6,518,85498534,112
48000000,30.920075,7.1,695,50315140,120
0,11.940711,6,418,0,118
48000000,19.348007,5.6,512,90383208,93
58000000,8.59075,6.6,68,25928721,127
55000000,48.801089,6.9,1188,70016220,122
48000000,88.844777,6.1,2200,325771424,109
48000000,16.000178,6.5,333,77745568,123
47000000,19.525659,5.7,594,102825796,96
0,1.246883,6.6,9,528972,101
47000000,7.859226,5.9,251,103738726,103
48000000,18.102572,6.6,339,124305181,113
48000000,7.226115,6.5,103,35743308,132
15000000,63.071046,7.2,1488,125212904,93
0,24.132271,7.7,357,0,167
47000000,10.410933,4.6,104,38085778,75
47000000,6.067212,5.7,74,12379402,104
38000000,15.401855,6.3,584,299288605,105
0,10.698929,5.5,252,0,102
46000000,41.322708,6.8,1148,113714830,118
46000000,25.6713,7,661,150000000,111
47000000,22.581313,4.4,420,10539000,80
46000000,12.971122,6.2,232,100860818,117
45000000,26.721386,6.4,1424,181000000,86
25000000,24.672234,6.6,573,15436808,127
46000000,0.146783,6.5,2,5200000,140
46000000,28.964162,5,543,341631208,91
45000000,49.353524,6.1,2757,376141306,91
48000000,36.585509,5.8,912,220673217,84
45000000,32.624355,6.1,961,212000000,111
45000000,53.090422,5.8,1309,101702060,93
40000000,30.002907,6,697,95149435,113
45000000,17.923254,6.3,371,195268056,141
45000000,17.746719,6.4,278,117615211,119
45000000,31.305336,7,1111,175372502,97
45000000,19.637704,6.3,433,178051587,117
43000000,10.411996,5.6,406,154749918,101
46000000,88.496873,7.9,3085,122126687,153
45000000,52.081131,7.3,1634,104876233,122
45000000,30.816341,6.9,710,90683916,102
45000000,35.376971,5.4,982,141220678,83
45000000,17.047276,6.5,501,165184237,103
45000000,43.815492,6.5,1905,131183530,120
30000000,23.234651,7.3,496,76669806,136
45000000,17.270539,5.9,299,94935764,89
45000000,27.684779,4.7,610,136885767,89
45000000,26.79781,5.8,575,113916474,100
40000000,37.073127,7,1869,244931766,135
120000000,87.350802,6.8,2303,363258859,95
35000000,26.134678,6.6,741,74558115,122
45000000,16.582709,5.5,313,170362582,110
45000000,10.731574,5.9,150,53854588,135
0,2.094151,6.2,26,0,111
45000000,8.99269,5.6,176,56070433,95
50000000,51.742065,6.6,1315,104478416,109
0,7.157635,4.3,69,0,93
45000000,12.06538,6.1,1292,148412065,94
40000000,44.120328,6.6,1006,123494610,117
45000000,6.156015,6.4,119,38399961,112
45000000,12.362876,6.1,210,0,111
45000000,11.095914,5.9,134,0,96
45000000,31.856589,6.2,766,82966152,131
25000000,24.459948,6.1,537,56422687,94
40000000,28.029015,6,852,160583018,88
50000000,20.239061,5.5,366,55181129,88
40000000,25.876582,6.5,562,30925690,137
0,11.872841,7.1,410,0,133
35000000,20.360549,6.7,796,75225693,119
55000000,32.31022,6.2,661,65664721,105
70000000,27.568194,5.4,676,72108608,101
45000000,6.250282,4.7,100,0,92
45000000,11.120344,5.5,154,0,117
45000000,13.707183,5.3,244,57881056,86
35000000,12.495436,6.5,215,29400000,123
45000000,6.803965,6.1,151,38058335,134
45000000,9.025236,4.7,136,17300889,100
57000000,7.524671,5.8,60,0,117
44000000,3.770161,7.1,71,13681765,192
45000000,21.118196,6.7,670,60222298,128
45000000,6.513856,6,154,11203026,106
45000000,11.387408,6.3,90,9323833,160
110,9.950505,6.6,203,0,114
45000000,14.813057,5,332,42487390,99
40000000,5.201688,6.3,80,8493890,85
45000000,5.361699,6.4,81,4607608,139
45000000,3.848893,4,11,2154540,103
45000000,35.6585,6,1007,160078586,101
65000000,5.258726,2.3,28,73706,87
44500000,62.01056,7.1,3423,232324128,120
44000000,54.884297,7.2,1220,368875760,130
40000000,33.747825,5.5,858,136000000,110
44000000,16.245068,7.3,715,165615285,147
44000000,38.653969,6.3,864,300400432,96
44000000,3.937352,5.5,89,0,118
2600000,46.007991,6.9,1355,84300000,88
44000000,5.380124,6.4,55,3484331,219
50000000,49.020045,6.4,1528,111340801,106
40000000,24.821138,5.6,685,34227298,109
43000000,19.043286,7,302,80049764,136
43000000,5.418921,6,208,0,103
45000000,25.999888,6.6,518,50871113,103
43000000,18.65632,5.3,280,68696770,84
42000000,23.736535,6.6,501,270248367,154
44000000,21.75433,6.8,566,48190704,99
40000000,44.094856,6.3,1045,51070807,93
42000000,62.714026,6.7,4074,201585328,109
42000000,28.969151,7,1262,363889678,124
45000000,31.789029,6.5,1150,224834564,84
42000000,33.238296,5.8,773,171963386,90
40000000,6.420434,5.4,134,70100000,117
43000000,37.654688,6.5,1575,158674180,117
31115000,13.244365,6.7,146,71000000,248
0,26.799913,6,593,73100172,105
42000000,14.046705,6.1,184,63781810,115
42000000,3.844926,6.5,47,0,126
32000000,14.733513,6.1,305,55157539,119
42000000,16.122168,5.4,518,0,83
32000000,28.22119,5.9,541,156167015,133
42000000,45.151657,5.6,922,89162162,100
60000000,15.205371,5.7,191,56359980,120
48000000,14.587367,4,232,20915465,104
42000000,34.828241,7,1335,24127895,122
31000000,23.607392,7.2,635,177394432,99
40000000,19.438503,5.3,388,36893721,91
44000000,74.168016,6.1,2304,12342632,112
42000000,7.349497,6.3,136,11087569,100
33000000,7.663515,6.8,148,14000000,100
41000000,32.798571,6.8,1626,215000000,110
0,5.794466,5.3,125,0,100
65000000,36.670399,6.6,907,117487473,132
41000000,14.653718,5.3,281,0,88
40000000,73.085576,7.7,3147,672806292,107
42000000,34.041407,6.2,925,46221189,102
41000000,9.419726,5.6,248,7448385,100
8000000,28.456572,6.9,891,90815558,126
40000000,49.664128,6.8,2807,251171807,138
40000000,36.238968,6.7,1804,317375031,108
70000000,19.439386,6.2,278,177841558,105
40000000,43.345252,7.4,3829,332000000,108
40000000,115.241998,6.3,5878,126546825,89
40000000,98.755657,5.2,3254,571006128,125
38000000,21.998734,4.7,511,197011982,84
40000000,25.219805,7,509,152266007,149
40000000,26.516624,6,699,190212113,98
40000000,37.084384,7.4,1526,149295601,121
40000000,21.661028,6.7,354,107458785,128
40000000,68.794673,7,1949,320170008,134
40000000,69.27822,7.1,3391,224920315,120
40000000,26.253357,6.2,959,177259441,129
45000000,32.549282,5.3,750,178262620,83
40000000,24.992057,5.7,736,161834276,116
40000000,45.769562,7.1,2900,244527583,118
40000000,36.301202,5.9,944,111811453,100
40000000,45.022964,7.1,1056,215862692,128
40000000,22.853006,6.6,560,129540499,123
40000000,31.884559,6.8,787,95020213,128
40000000,31.385257,7,767,128798265,139
40000000,67.767785,5.4,1127,169837010,110
40000000,24.287306,6.7,542,120455994,120
35000000,53.114573,7.1,1881,194564672,121
40000000,25.136082,6.1,555,124827316,102
40000000,37.776566,7.1,732,75505856,112
40000000,21.743321,7.2,467,124731534,152
40000000,66.003433,7.2,2691,158733820,124
40000000,24.862767,6.2,716,151161491,90
41000000,25.391899,6.5,515,91636986,105
40000000,29.854773,5.7,731,141069860,114
40000000,26.82041,7.5,502,205405498,189
40000000,17.61292,5.4,371,138259062,99
57000000,21.021809,5.8,441,147845033,123
20000000,52.571674,6.1,1350,136267476,102
40000000,34.519636,6.2,1437,196781193,109
40000000,32.478077,5.4,831,186167139,82
40000000,48.445978,7.2,2583,165478348,141
40000000,24.012986,6,457,91753202,106
40000000,17.869443,5.9,612,90029656,109
50000000,14.231899,5.9,297,170128460,107
40000000,23.088571,6.2,511,54682547,110
40000000,19.833664,5,336,87840042,96
35000000,26.595983,7.3,453,75395048,131
40000000,26.072228,7,902,85412898,119
30000000,38.643914,6.5,1265,130786397,113
40000000,74.440708,8,4391,109676311,130
42000000,82.185281,6.1,1536,107670357,108
40000000,18.14218,5.7,332,74597643,89
40000000,41.570047,7.3,1221,120175290,139
40000000,23.331459,6.2,440,191185897,130
40000000,47.649554,6,1206,126248813,107
0,7.519433,5.8,51,0,116
40000000,32.908414,6.4,972,92913171,96
40000000,29.88736,6.5,670,114830111,99
43000000,29.105407,6.4,573,91974818,104
0,16.394452,6.5,386,51854875,105
40000000,19.574774,6,394,84601681,101
40000000,14.199933,6.8,255,67347013,134
40000000,12.229516,6.7,235,45916769,135
40000000,27.303608,5.8,629,141591324,98
36000000,3.698276,6.8,316,74000000,155
40000000,7.021871,5.8,114,0,106
40000000,39.381913,4.9,740,41797066,94
40000000,14.398356,5.4,415,0,95
65000000,8.680334,5.7,135,0,103
40000000,17.659032,6.2,554,145896422,96
40000000,43.151268,6.5,1789,97552050,104
40000000,15.283444,5.4,284,41863726,95
40000000,35.21926,6.1,902,97138686,111
40000000,25.580272,6.1,474,96618699,123
38000000,10.794175,6.7,275,34416893,140
40000000,72.641296,5.3,1695,126069509,97
40000000,3.415534,5,40,36037909,94
47000000,38.555482,5.9,866,157887643,92
0,6.786117,5.3,140,0,102
40000000,24.313684,7,432,55707411,122
30000000,9.965073,5.9,182,50451307,103
40000000,15.055732,5.5,275,0,102
0,32.808675,5.8,1468,0,116
25000000,8.178203,5.4,138,48063435,108
40000000,31.066874,6.9,708,55247881,129
40000000,22.491388,6.1,412,58785180,102
40000000,12.885985,6.3,186,46442528,117
40000000,7.832337,5.6,135,30199105,117
40000000,10.433667,6.7,155,31670620,135
40000000,3.321949,4.9,71,0,107
75000000,4.842626,5,45,29000000,90
40000000,13.210898,4.6,147,49627779,96
40000000,3.296933,5.2,56,27053815,104
35000000,22.939557,6.4,477,0,115
40000000,19.372805,6.4,278,65754228,119
40000000,13.445697,5.4,205,62771059,99
500000,17.002096,7.2,345,3000000,110
40000000,4.516953,5.9,81,24332324,128
40000000,33.785969,6.5,824,60965854,108
40000000,16.059443,6.9,190,38172500,86
40000000,3.476966,5.7,92,22433915,108
0,5.778724,5.9,48,0,128
40000000,7.360793,4.7,119,46546197,84
0,3.621837,6,67,0,111
45000000,14.513305,4.9,256,20350754,128
40000000,22.364549,6.5,642,60474340,123
40000000,6.90894,5.7,81,0,101
63600000,4.494788,4.8,145,19412993,102
42000000,47.559928,7,2025,180274123,113
55000000,2.410546,4.2,28,14375181,107
40000000,41.258956,7.5,1176,46471023,87
40000000,8.980846,5.7,124,16872671,103
40000000,7.222985,5.7,125,14358033,99
10000000,73.720244,7.8,3310,173921954,122
0,10.0403,5.5,185,0,91
60000000,15.219263,5.6,248,13395939,103
40000000,8.303696,6.6,152,24719215,107
38000000,4.746085,5.9,54,28121100,106
40000000,6.756886,3.2,105,18902015,101
40000000,16.424807,5.5,348,28169671,109
40000000,15.590001,5.9,482,19322135,89
0,5.483671,6.3,47,0,103
0,1.630541,5.2,21,0,115
45000000,14.566664,4.2,135,10667893,82
33000000,28.353517,6.5,774,20645327,108
40000000,9.579975,6.1,135,0,102
40000000,2.911819,5,28,10959475,93
0,10.844882,4.8,171,0,88
50000000,51.502884,7,1182,32017803,107
40000000,13.119133,6,373,22044277,91
40000000,4.238482,5.4,15,0,94
40000000,26.935458,5.5,392,13644292,115
40000000,16.282962,5.1,213,23937870,93
20000000,31.690456,6.6,1006,117760134,105
20000000,17.842246,6.2,398,7563728,107
0,8.048305,6.6,96,0,101
30000000,14.188982,7.1,275,0,111
40000000,6.884467,6.3,83,0,126
25000000,8.212018,4.3,17,0,112
39200000,64.238688,6.7,2854,86758912,126
25000000,17.375562,6.5,313,0,90
0,6.7698,5.9,15,0,90
15000000,44.690107,7.3,953,94000000,102
40000000,16.254032,7.5,135,100000000,159
39000000,37.492928,6.7,798,101229792,107
0,18.678415,5.8,191,69485490,102
39000000,27.908783,6.6,932,35287788,87
39000000,45.388937,7.4,1264,38869464,119
39000000,2.817364,4.5,32,6614280,106
39000000,22.164202,5.3,490,75850624,125
40000000,21.362949,6,433,44907260,113
80341000,14.8375,7.1,205,127814609,150
30000000,18.256028,6,394,180622424,108
38000000,22.332927,6.4,972,205298907,96
0,5.417787,5.5,94,0,90
38000000,24.085144,5.3,521,119723358,100
38000000,14.779041,6.4,452,120000000,118
3860000,19.947265,6.3,273,64076736,130
38000000,16.801218,6.7,850,114156230,120
40000000,5.057695,6.8,19,0,88
50000000,20.825781,7.2,396,73956241,146
38000000,11.500783,6.2,264,51801187,114
35000000,13.932203,5.7,254,0,123
38000000,41.258487,5,567,107597242,94
53000000,6.454634,5.6,88,29700000,102
38000000,5.257009,5.5,40,0,99
38000000,30.359164,6.3,756,58401898,133
38000000,3.426555,5.7,80,17380126,118
57000000,11.60815,6,190,16991902,105
10000000,18.664624,6.9,417,47536959,110
38000000,10.047579,6.3,86,10300000,129
15000000,52.731379,7.8,1588,19629760,109
38000000,46.630062,6.2,2035,98337295,119
37000000,4.131546,5.8,52,6482195,118
0,5.641978,5.4,19,0,110
55000000,23.465539,6.2,605,17869048,90
32000000,25.682509,7,701,28258060,137
38000000,6.760922,4.3,75,5410749,93
40000000,3.87823,7.1,71,9793496,130
38000000,57.889964,5.6,1945,109906372,112
37000000,57.773583,7.3,1915,173567581,133
