Cust ID,Name,Street1,Street2,Street3,Street4,City,State,Zip Code,Country,Phone#,Contact ID,Contact Type,Contact Name,Contact Title,Contact Phone,Ext,Contact Fax,Contact Email,Setup Date
APH,"Direct Digital, LLC",615 South College Street,Suite 1300,,,Charlotte,NC,28202,USA,(704) 307-2449,834,CofA,Mikala Hukka,,(980) 208-1784,,,mhukka@adaptivehealth.com,7/14/2020
APH,"Direct Digital, LLC",615 South College Street,Suite 1300,,,Charlotte,NC,28202,USA,(704) 307-2449,841,CofA,Jodell Nowicki,,,,,jodell@adaptivehealth.com,7/16/2020
DPL,"Dragon Pharma, LLC",3755 Park Central Blvd. North,,,,Pompano Beach,FL,33064,USA,402-739-2100,688,CofA,Drew Peters,DO Scientific Affairs,402-739-2100,,,drew@dragonpharmalabs.com,1/8/2020
LMNT,"Drink LMNT, Inc.",54 W 40th Street,,,,New York City,NY,10018,USA,330-604-0158,783,CofA,Brianna Segerson,,330-604-0158,,,brianna@drinklmnt.com,5/22/2020
LMNT,"Drink LMNT, Inc.",54 W 40th Street,,,,New York City,NY,10018,USA,330-604-0158,784,CofA,James Murphy,,,,,james@drinklmnt.com,5/22/2020
LMNT,"Drink LMNT, Inc.",54 W 40th Street,,,,New York City,NY,10018,USA,330-604-0158,785,CofA,Louis Cowell,,,,,louis@drinklmnt.com,5/22/2020
LMNT,"Drink LMNT, Inc.",54 W 40th Street,,,,New York City,NY,10018,USA,330-604-0158,1227,CofA,,,,,,cameron@drinklmnt.com,3/22/2021
DBI,DryBev Inc.,14281 Welch Rd,,,,Farmers Branch,TX,75244,US,214-253-4039,388,COFA,,,,,,quinn@drybev.com,
DBI,DryBev Inc.,14281 Welch Rd,,,,Farmers Branch,TX,75244,US,214-253-4039,1287,CofA,,,,,,ligeia@drybev.com,4/15/2021
DUN,"Dunford Bakers, Inc.",8556 S 2940 W,,,,West Jordan,UT,84088,USA,801-304-0400,389,COFA,,,,,,cherrie@dunfordbakers.com,
EXCL,"E Excel USA, LLC",9957 South Jordan Gateway,,,,Sandy,UT,84070,USA,(801) 542-8900,825,CofA,Teressa Street,,(801) 542-8934,,,teressas@eexcel.net,7/6/2020
EXCL,"E Excel USA, LLC",9957 South Jordan Gateway,,,,Sandy,UT,84070,USA,(801) 542-8900,836,CofA,,,,,,qc@eexcel.net,7/14/2020
EEX,E. Excel LLC,9957 South 500 West,,,,Sandy,UT,84070,USA,801.542.8900,3852,CofA,,,,,,TeressaS@eexcel.net,7/14/2020
EEX,E. Excel LLC,9957 South 500 West,,,,Sandy,UT,84070,USA,801.542.8900,837,CofA,,,,,,qc@eexcel.net,7/14/2020
EGL,Eagle Nutritionals,"111, Commerce Road",,,,Carlstadt,NJ,7072,USA,201-964-1441,754,CofA,Dipti Pandya,QC Lab Manager,201-964-1441,1004,,dipti@eaglenutri.com,4/15/2020
EGL,Eagle Nutritionals,"111, Commerce Road",,,,Carlstadt,NJ,7072,USA,201-964-1441,755,CofA,David Rodriguez,QA Manager,201-964-1441,1005,,david@eaglenutri.com,4/15/2020
EGL,Eagle Nutritionals,"111, Commerce Road",,,,Carlstadt,NJ,7072,USA,201-964-1441,761,CofA,,,,,,lab@eaglenutri.com,4/23/2020
EGL,Eagle Nutritionals,"111, Commerce Road",,,,Carlstadt,NJ,7072,USA,201-964-1441,762,CofA,,,,,,cindy@eaglenutri.com,4/23/2020
ERC,Earth's Creation USA,18 Page Court,,,,Travelers Rest,SC,29690,USA,(864) 610-6000,1330,CofA,Robin Foster,Lab Assistant,(864) 610-6000,,,robinecusa@gmail.com,4/27/2021
ERC,Earth's Creation USA,18 Page Court,,,,Travelers Rest,SC,29690,USA,(864) 610-6000,1331,CofA,Tony Montanari,Chemist,(864) 610-6000,,,tonymontec@gmail.com,4/27/2021
ERC,Earth's Creation USA,18 Page Court,,,,Travelers Rest,SC,29690,USA,(864) 610-6000,1332,CofA,Lynn Murphy,AP,(864) 610-6000,,,lmurphyecusa@gmail.com,4/27/2021
ETS,Eats!,14242 S Bella Vea Dr,,,,Herriman,UT,84096,USA,(909) 714-5711,982,CofA,Kandi Tesen,,,,,eatdairyfree@eatsbakery.com,11/10/2020
EHA,"EHA Consulting Group, Inc",7904 Starburst DR,,,,Baltimore,MD,21208,USA,410.484.9133,390,COFA,,,,,,dcoto@ehagroup.com,
EHA,"EHA Consulting Group, Inc",7904 Starburst DR,,,,Baltimore,MD,21208,USA,410.484.9133,731,CofA,,,,,,mpalmer@ehagroup.com,3/6/2020
EHP,EHPlabs Research LLC,2919 Commerce St,,,,Dallas,TX,75226,USA,845-584-6067,927,CofA,,,,,,jordan.jensen@ehplabs.com,9/9/2020
EHP,EHPlabs Research LLC,2919 Commerce St,,,,Dallas,TX,75226,USA,845-584-6067,928,CofA,,,,,,izhar.basha@ehplabs.com,9/9/2020
ELMT,Elements LLC,180 Varick St.,Suite 504,,,New York,NY,10014,USA,646-979-3477,660,CofA,Andrea Gaiter,Product Development,508.561.5997,,,andrea@mylokai.com,11/19/2019
EHS,Elevate Health Sciences,3421 Sierra Vista Way,,,,Provo,UT,84606,USA,801-292-1217,394,COFA,,,,,,Kristen@elevatehs.com,
EHS,Elevate Health Sciences,3421 Sierra Vista Way,,,,Provo,UT,84606,USA,801-292-1217,725,CofA,,,,,,kelly@elevatehs.com,2/28/2020
EHS,Elevate Health Sciences,3421 Sierra Vista Way,,,,Provo,UT,84606,USA,801-292-1217,1230,CofA,,,,,,cheron@elevatehs.onmicrosoft.com,3/25/2021
EHS,Elevate Health Sciences,3421 Sierra Vista Way,,,,Provo,UT,84606,USA,801-292-1217,1304,CofA,,,,,,tbarrott@elevatehs.onmicrosoft.com,4/21/2021
EHS,Elevate Health Sciences,3421 Sierra Vista Way,,,,Provo,UT,84606,USA,801-292-1217,1358,CofA,Kevin Shorten,,,,,kevin@elevatehs.com,5/5/2021
EHS,Elevate Health Sciences,3421 Sierra Vista Way,,,,Provo,UT,84606,USA,801-292-1217,1359,CofA,Dallin Smith,,,,,dallin@elevatehs.com,5/5/2021
EHS,Elevate Health Sciences,3421 Sierra Vista Way,,,,Provo,UT,84606,USA,801-292-1217,1360,CofA,Marco Camacho,,,,,marco@elevatehs.com,5/5/2021
EHS,Elevate Health Sciences,3421 Sierra Vista Way,,,,Provo,UT,84606,USA,801-292-1217,1361,CofA,tonya Payne,,,,,tonya@elevatehs.com,5/5/2021
ECP,"ELH Consumer Products, LLC",1389 Center Drive STE 200,,,,Park City,UT,84098,USA,(801) 430-9494,1333,CofA,Kris Vaughan,,,,,kvaughan@wisewomanherbals.com,4/27/2021
ECP,"ELH Consumer Products, LLC",1389 Center Drive STE 200,,,,Park City,UT,84098,USA,(801) 430-9494,1334,CofA,Josh Knudsen,,(801) 430-9494,,,josh.knudsen@earthlabbotanicals.com,4/27/2021
ECP,"ELH Consumer Products, LLC",1389 Center Drive STE 200,,,,Park City,UT,84098,USA,(801) 430-9494,1119,CofA,Selisa Simmons,Director of Operations,(801) 430-9494,,,selisa@superiorlabssupplements.com,2/9/2021
ETHP,Elite Health Partners LLC,5455 Spine Rd Ste E,,,,Boulder,CO,80301,USA,(720) 961-9650,937,CofA,Dylan Neal,,,,,dylan@elitehealthpartners.com,9/17/2020
ETHP,Elite Health Partners LLC,5455 Spine Rd Ste E,,,,Boulder,CO,80301,USA,(720) 961-9650,938,CofA,Kyle Hockstad,,,,,khockstad@elitehealthpartners.com,9/17/2020
ELT,Elite Manufacturing and Packag,277 E 1750 N,,,,Vineyard,UT,84059,US,,211,CofA,Michael Peers,,385-200-1756,,,mikey@elitemp.com,4/4/2019
ELT,Elite Manufacturing and Packag,277 E 1750 N,,,,Vineyard,UT,84059,US,,397,COFA,,,,,,qc@elitemp.com,
ELT,Elite Manufacturing and Packag,277 E 1750 N,,,,Vineyard,UT,84059,US,,800,CofA,,,,,,mitchell.eddy@elitemp.com,6/8/2020
ELT,Elite Manufacturing and Packag,277 E 1750 N,,,,Vineyard,UT,84059,US,,857,CofA,,,,,,jesse@elitemp.com,7/30/2020
ELT,Elite Manufacturing and Packag,277 E 1750 N,,,,Vineyard,UT,84059,US,,859,CofA,,,,,,anthon@esupplements.com,7/30/2020
ELT,Elite Manufacturing and Packag,277 E 1750 N,,,,Vineyard,UT,84059,US,,860,CofA,,,,,,matt@elitemp.com,7/30/2020
ELT,Elite Manufacturing and Packag,277 E 1750 N,,,,Vineyard,UT,84059,US,,861,CofA,,,,,,yoon@elitemp.com,7/30/2020
ELT,Elite Manufacturing and Packag,277 E 1750 N,,,,Vineyard,UT,84059,US,,916,CofA,Receiving,,,,,receiving@elitemp.com,8/27/2020
ELT,Elite Manufacturing and Packag,277 E 1750 N,,,,Vineyard,UT,84059,US,,917,CofA,Shipping,,,,,shipping@elitemp.com,8/27/2020
ELT,Elite Manufacturing and Packag,277 E 1750 N,,,,Vineyard,UT,84059,US,,918,CofA,,,,,,wh1@esupplements.com,8/27/2020
ELT,Elite Manufacturing and Packag,277 E 1750 N,,,,Vineyard,UT,84059,US,,919,CofA,,,,,,wh2@esupplements.com,8/27/2020
ELT,Elite Manufacturing and Packag,277 E 1750 N,,,,Vineyard,UT,84059,US,,929,CofA,,,,,,Andreas@elitemp.com,9/10/2020
ELT,Elite Manufacturing and Packag,277 E 1750 N,,,,Vineyard,UT,84059,US,,935,CofA,,,,,,andreas@elitemp.com,9/14/2020
ELT,Elite Manufacturing and Packag,277 E 1750 N,,,,Vineyard,UT,84059,US,,936,CofA,,,,,,qc1@elitemp.com,9/16/2020
ELT,Elite Manufacturing and Packag,277 E 1750 N,,,,Vineyard,UT,84059,US,,1309,CofA,,,,,,ryan.speakman@nutricost.com,4/21/2021
ESN,Elite Spectrum Nutrition LLC,10923 NW 122 ST,,,,Medley,FL,33178-3168,,305.8878676,401,COFA,,,,,,info@elitespectrumnutrition.com,
ESN,Elite Spectrum Nutrition LLC,10923 NW 122 ST,,,,Medley,FL,33178-3168,,305.8878676,402,COFA,,,,,,jenny@elitespectrumnutrition.com,
ELH,"Elysium Health, Inc","434 Broadway, 2nd Floor",,,,New York,NY,10013,USA,888-220-6436,403,COFA,,,,,,scott@elysiumhealth.com,
EMY,Emily Potter,10 N Valley View Drive,,,,St. George,UT,84770,USA,(801) 931-9284,911,CofA,Emily Potter,,(801) 931-9284,,,emily.lyman.potter@gmail.com,8/27/2020
EML,Empirical Labs,1501 Academy Ct. #105,,,,Fort Collins,CO,80524,USA,(970) 232-3951,1035,CofA,CoA Group,,,,,testing@empirical-labs.com,12/30/2020
EQN,Equinox Nutraceutical,2642 W 400 N Suite 100,,,,Lindon,UT,84042,USA,877-310-1800,1149,CofA,,,,,,ctechera@equinoxnutra.com,2/23/2021
EQN,Equinox Nutraceutical,2642 W 400 N Suite 100,,,,Lindon,UT,84042,USA,877-310-1800,1201,CofA,Jacquelin Kemp,,,,,jkemp@equinoxnutra.com,3/12/2021
ESF,Eurofins S-F Analytical Labora,2345 S 170th St,,,,New Berlin,WI,53151,USA,262-754-5300,404,COFA,,,,,,BrianDrelich@eurofinsus.com,
ESF,Eurofins S-F Analytical Labora,2345 S 170th St,,,,New Berlin,WI,53151,USA,262-754-5300,405,COFA,,,,,,kristingrimes@eurofinsUS.com,
ECM,Evolve Contract Manufacturing,909 W. 500 N. Suite A,,,,Lindon,UT,84062,USA,801-636-9355,771,CofA,Tonya Payne,,801-722-4930,,,tonya@evolvecontractmfg.com,4/27/2020
ECM,Evolve Contract Manufacturing,909 W. 500 N. Suite A,,,,Lindon,UT,84062,USA,801-636-9355,777,CofA,,,,,,victor@evolvecontractmfg.com,5/1/2020
ECM,Evolve Contract Manufacturing,909 W. 500 N. Suite A,,,,Lindon,UT,84062,USA,801-636-9355,888,CofA,Lauren,,,,,lauren@evolvecontractmfg.com,8/12/2020
FA6,Factory 6,758 S. Automall Dr. Suite #8,,,,American Fork,UT,84003,,208-871-7146,667,CofA,Gentry Best,Quality Supervisor,801-836-6401,,,gentryb@factoryemail.com,11/27/2019
FA6,Factory 6,758 S. Automall Dr. Suite #8,,,,American Fork,UT,84003,,208-871-7146,668,CofA,,,,,,scott@factoryemail.com,11/27/2019
FA6,Factory 6,758 S. Automall Dr. Suite #8,,,,American Fork,UT,84003,,208-871-7146,670,CofA,,,,,,nate@factoryemail.com,11/27/2019
FA6,Factory 6,758 S. Automall Dr. Suite #8,,,,American Fork,UT,84003,,208-871-7146,1203,CofA,,,,,,nick@factoryemail.com,3/12/2021
FYF,Find Your Fit,74 West 100 South,,,,Ivins,UT,84738,,435-773-5875,818,CofA,Nicole Morrill,Owner,435-773-5875,,,nicolecmorrill@gmail.com,6/23/2020
FYF,Find Your Fit,74 West 100 South,,,,Ivins,UT,84738,,435-773-5875,819,CofA,Rick Morrill,Assistant,435-773-2771,,,rickmorrill10@gmail.com,6/23/2020
FLP,Fine Living Pharmaceuticals,2405 S. Roosevelt St,,,,Tempe,AZ,85282,USA,,816,CofA,Ben Alonzo,,,,,balonzo@flpnaturals.com,6/23/2020
FLP,Fine Living Pharmaceuticals,2405 S. Roosevelt St,,,,Tempe,AZ,85282,USA,,817,CofA,Rachael Yeskey,,,,,ryeskey@flpnaturals.com,6/23/2020
FLP,Fine Living Pharmaceuticals,2405 S. Roosevelt St,,,,Tempe,AZ,85282,USA,,1118,CofA,Anthony Settanni,,,,,asettanni@flpnaturals.com,2/5/2021
FPS,Fitness Pals,3950 Redwood Drive,,,,Palo Alto,CA,94301,,,253,CofA,Edgar Grigorian,VP of Technical Affairs,801-973-8824,,,edgar.grigorian@dyadlabs.com,8/21/2019
FPS,Fitness Pals,3950 Redwood Drive,,,,Palo Alto,CA,94301,,,254,CofA,Scot Roberts,,,,,scot.roberts@dyadlabs.com,8/21/2019
FVD,Flavorgod LLC,2140 Davie Ave,,,,Commerce,CA,90040,USA,(732) 881-0122,904,CofA,Mayur Patel,Supply Chain Manager,(732) 881-0122,,,mayur@flavorgod.com,8/25/2020
FNL,"Forever Nutraceutical, LLC",4114 East Wood Street,,,,Phoenix,AZ,85040,USA,,406,COFA,,,,,,lvoitek@foreverntr.com,
FNL,"Forever Nutraceutical, LLC",4114 East Wood Street,,,,Phoenix,AZ,85040,USA,,407,COFA,,,,,,vmiranda@foreverntr.com,
FNL,"Forever Nutraceutical, LLC",4114 East Wood Street,,,,Phoenix,AZ,85040,USA,,699,CofA,,,,,,caltamirano@foreverntr.com,2/3/2020
FMT,Formulation Technology Inc.,571 Armstrong Way,,,,Oakdale,CA,95361,USA,(209) 847-0331,906,CofA,Riley Mills,QC Manager,(209) 847-0331,135,,riley@formulationtech.com,8/26/2020
FMT,Formulation Technology Inc.,571 Armstrong Way,,,,Oakdale,CA,95361,USA,(209) 847-0331,907,CofA,Matt McBride,General Manager,(209) 847-0331,113,,matt@formulationtech.com,8/26/2020
FLR,Four Leaf Rover Inc.,220 Iisle Industrial Ave,,,,Lexington,KY,40511,USA,(705) 733-7031,1046,CofA,Emily Simpson,Admin Assistant,(705) 733-7031,,,emily@fourleafrover.com,1/8/2021
FLR,Four Leaf Rover Inc.,220 Iisle Industrial Ave,,,,Lexington,KY,40511,USA,(705) 733-7031,1047,CofA,Nicole Di Bernardo,Operations,(905) 906-8193,,,Nicole@fourleafrover.com,1/8/2021
FSIG,Four Sigamtic,"1450 2nd St, Suite 210",,,,SANTA MONICA,CA,90401,USA,231-429-3338,408,COFA,,,,,,natalie@foursigmatic.com,
FRS,FRS International LLC,75 Arlington St.,STE 500,,,Boston,MA,2116,USA,(617) 838-7724,1100,CofA,Heather Johnson,,(650) 227-0591,,,heatherj@frs.com,1/27/2021
FRS,FRS International LLC,75 Arlington St.,STE 500,,,Boston,MA,2116,USA,(617) 838-7724,1101,CofA,Jerry Meduski,,-9360,,,jmeduski@quercegen.com,1/27/2021
FRS,FRS International LLC,75 Arlington St.,STE 500,,,Boston,MA,2116,USA,(617) 838-7724,1102,CofA,Jayanthi Ganapathy,,(617) 838-7724,,,jganapathy@frs.com,1/27/2021
LUK,Future Kind Limited,"Unit 305-7, 3/F Laford Centre,",838 Lai Chi Kok Rd,"Cheung Sha Wan, Kowloon",,Hong Kong,,,China,852 9834 8669,476,COFA,,,,,,shaun@futurekind.com,
LUK,Future Kind Limited,"Unit 305-7, 3/F Laford Centre,",838 Lai Chi Kok Rd,"Cheung Sha Wan, Kowloon",,Hong Kong,,,China,852 9834 8669,477,COFA,,,,,,eliot@futurekind.com,
LUK,Future Kind Limited,"Unit 305-7, 3/F Laford Centre,",838 Lai Chi Kok Rd,"Cheung Sha Wan, Kowloon",,Hong Kong,,,China,852 9834 8669,478,COFA,,,,,,alex@futurekind.com,
LUK,Future Kind Limited,"Unit 305-7, 3/F Laford Centre,",838 Lai Chi Kok Rd,"Cheung Sha Wan, Kowloon",,Hong Kong,,,China,852 9834 8669,887,CofA,,,,,,ian@futurekind.com,8/12/2020
LUK,Future Kind Limited,"Unit 305-7, 3/F Laford Centre,",838 Lai Chi Kok Rd,"Cheung Sha Wan, Kowloon",,Hong Kong,,,China,852 9834 8669,892,CofA,,,,,,accounts@futurekind.com,8/12/2020
GAA,Garrett & Associates,1911 S 3850 W,,,,Salt Lake City,UT,84104,USA,,711,CofA,Mike,,,,,mike@calnutri.com,2/14/2020
GAA,Garrett & Associates,1911 S 3850 W,,,,Salt Lake City,UT,84104,USA,,712,CofA,David,,,,,david@calnutri.com,2/14/2020
GCF,Gem City Fine Foods,3403 S 1400 W Ste C,,,,West Valley City,UT,84119,,801.746.4454,409,COFA,,,,,,rwilliams@gemcityfinefoods.com,
GCF,Gem City Fine Foods,3403 S 1400 W Ste C,,,,West Valley City,UT,84119,,801.746.4454,410,COFA,,,,,,lisacox@gemcityfinefoods.com,
GPI,Gematria Products Inc.,2260 Rutherford Road,Ste. 101,,,Carlsbad,CA,92008,USA,760-931-8563,411,COFA,,,,,,production@gematria.com,
GNL,Genysis Nutritional Labs,391 S. Orange St,,,,SLC,UT,84104,,801.973.8824,1103,CofA,,,,,,client.services@dyadlabs.com,1/27/2021
GHM,"Good Health Manufacturing, Inc",6888 W Frye Road,,,,Chandler,AZ,85226,USA,480.656.6568,412,COFA,,,,,,jace.goodhealth@gmail.com,
GMI,"Grand Meadows, Inc",1607-E West Oranegrove Ave.,,,,Orange,CA,92868,USA,(714) 628-1690,930,CofA,Jesse Ponce,,(714) 628-1690,,,jesse@grandmeadows.com,9/10/2020
GMI,"Grand Meadows, Inc",1607-E West Oranegrove Ave.,,,,Orange,CA,92868,USA,(714) 628-1690,931,CofA,Nick Hartog,,(714) 628-1690,,,nickh@grandmeadows.com,9/10/2020
GMI,"Grand Meadows, Inc",1607-E West Oranegrove Ave.,,,,Orange,CA,92868,USA,(714) 628-1690,932,CofA,Sonia Mendez,,(714) 628-1690,,,sonia@grandmeadows.com,9/10/2020
GWI,Green Wave Ingredients,13875 Cerritos Corporate Dr.,Suite A,,,Cerritos,CA,90703,USA,877.550.3600,1000,CofA,Brandon Ho,,,,,bho@ingredientsonline.com,11/24/2020
HDH,Hadfield House,3890 W 7925 S,,,,West Jordan,UT,84088,USA,(385) 218-8535,960,CofA,Kim Hadfield,,(801) 903-9303,,,hadfieldhouse.slc@gmail.com,10/19/2020
HAM,"Hamama, Inc",58 Rockaway Avenue,,,,San Francisco,CA,94127,USA,415-672-0491,266,CofA,Daniel Goodman,,,,,daniel@hamama.com,10/9/2019
HAP,Happi Mi Nutrition,126 E Ave 39th,,,,Los Angeles,CA,90031,USA,(909) 310-5733,1154,CofA,Anthony Li,,,,,contact@happiminutrition.com,2/25/2021
HWP,"Health Wright Products, Inc.",12482 SE Capps Rd,,,,Clackamas,OR,97015,USA,503-722-4344,414,COFA,,,,,,Results@healthwrightproducts.com,
HWP,"Health Wright Products, Inc.",12482 SE Capps Rd,,,,Clackamas,OR,97015,USA,503-722-4344,415,COFA,,,,,,hwpqacoordinator@healthwrightproducts.com,
HWP,"Health Wright Products, Inc.",12482 SE Capps Rd,,,,Clackamas,OR,97015,USA,503-722-4344,416,COFA,,,,,,rholsten@healthwrightproducts.com,
HWP,"Health Wright Products, Inc.",12482 SE Capps Rd,,,,Clackamas,OR,97015,USA,503-722-4344,417,COFA,,,,,,hwprawmaterials@healthwrightproducts.com,
HWP,"Health Wright Products, Inc.",12482 SE Capps Rd,,,,Clackamas,OR,97015,USA,503-722-4344,418,COFA,,,,,,rallenbrand@healthwrightproducts.com,
HWP,"Health Wright Products, Inc.",12482 SE Capps Rd,,,,Clackamas,OR,97015,USA,503-722-4344,419,COFA,,,,,,Cshepard@healthwrightproducts.com,
HWP,"Health Wright Products, Inc.",12482 SE Capps Rd,,,,Clackamas,OR,97015,USA,503-722-4344,694,CofA,,,,,,mrobinson@healthwrightproducts.com,1/20/2020
HHP,Healthy Hemp Pet Company,2319 S Foothill Dr. STE 100,,,,Salt Lake City,UT,84109,USA,801-935-4586,863,CofA,,,,,,dave@healthyhemppet.com,7/30/2020
HLS,Healthy Solutions LLC,7812 E. Acoma Dr.,STE #4,,,Scottsdale,AZ,85260,USA,800-391-3221,810,CofA,Sean Lambert,Lab Lead,800-391-3221,107,,labtechs@healthysolutionsweb.com,6/17/2020
HLS,Healthy Solutions LLC,7812 E. Acoma Dr.,STE #4,,,Scottsdale,AZ,85260,USA,800-391-3221,811,CofA,Reuben Vacek III,UPLC Chemist,800-391-3221,107,,uplc@healthysolutionsweb.com,6/17/2020
HLS,Healthy Solutions LLC,7812 E. Acoma Dr.,STE #4,,,Scottsdale,AZ,85260,USA,800-391-3221,824,CofA,,,,,,microbio@healthysolutionsweb.com,7/2/2020
HLS,Healthy Solutions LLC,7812 E. Acoma Dr.,STE #4,,,Scottsdale,AZ,85260,USA,800-391-3221,846,CofA,,,,,,QA2@healthysolutionsweb.com,7/21/2020
HLB,Hellbroth,817 E. 1st,,,,Salt Lake City,UT,84103,USA,(406) 579-7700,1123,CofA,Jessica Keil,,(406) 579-7700,,,neurotic406@gmail.com,2/11/2021
HML,Herbalife Manufacturing LLC,20481 Crescent Bay Drive,,,,Lake Forest,CA,92630,,949-454-4800,420,COFA,,,,,,quanying@herbalife.com,
HML,Herbalife Manufacturing LLC,20481 Crescent Bay Drive,,,,Lake Forest,CA,92630,,949-454-4800,421,COFA,,,,,,huiyongm@herbalife.com,
HML,Herbalife Manufacturing LLC,20481 Crescent Bay Drive,,,,Lake Forest,CA,92630,,949-454-4800,422,COFA,,,,,,roneyc@herbalife.com,
HML,Herbalife Manufacturing LLC,20481 Crescent Bay Drive,,,,Lake Forest,CA,92630,,949-454-4800,423,COFA,,,,,,isaacl@herbalife.com,
HML,Herbalife Manufacturing LLC,20481 Crescent Bay Drive,,,,Lake Forest,CA,92630,,949-454-4800,680,CofA,,,,,,jenniev@herbalife.com,12/18/2019
HML,Herbalife Manufacturing LLC,20481 Crescent Bay Drive,,,,Lake Forest,CA,92630,,949-454-4800,681,CofA,,,,,,erikaar@herbalife.com,12/18/2019
HML,Herbalife Manufacturing LLC,20481 Crescent Bay Drive,,,,Lake Forest,CA,92630,,949-454-4800,1231,CofA,,,,,,katherinemar@herbalife.com,3/25/2021
HEN,"Hero Nutritionals, LLC",1900 Carnegie Ave. Bldg A,,,,Santa Ana,CA,92705,USA,949-379-6040,424,COFA,,,,,,ssakalian@heronutritionals.com,
HEN,"Hero Nutritionals, LLC",1900 Carnegie Ave. Bldg A,,,,Santa Ana,CA,92705,USA,949-379-6040,425,COFA,,,,,,agblack@heronutritionals.com,
HLA,Highland Laboratories,110 S. Garfield St,,,,Mt. Angel,OR,97362,USA,971-301-0272,426,COFA,,,,,,karl@highland-labs.com,
HLA,Highland Laboratories,110 S. Garfield St,,,,Mt. Angel,OR,97362,USA,971-301-0272,427,COFA,,,,,,shay@highland-labs.com,
HPI,"Hill Pharma, Inc",6 Madison Road,,,,Fairfield,NJ,7004,USA,973-521-7400,428,COFA,,,,,,mgo@hillpharma.com,
HPI,"Hill Pharma, Inc",6 Madison Road,,,,Fairfield,NJ,7004,USA,973-521-7400,429,COFA,,,,,,susannesm@hillpharma.com,
HPI,"Hill Pharma, Inc",6 Madison Road,,,,Fairfield,NJ,7004,USA,973-521-7400,430,COFA,,,,,,djgolden@hillpharma.com,
HPH,Hillestad Pharmaceuticals,178 U.S. Highway 51 North,,,,Woodruff,WI,54568-9501,USA,715-358-2113,722,CofA,,,,,,Marco.sedlis@hillestadlabs.com,2/25/2020
HPH,Hillestad Pharmaceuticals,178 U.S. Highway 51 North,,,,Woodruff,WI,54568-9501,USA,715-358-2113,723,CofA,,,,,,qcmanager@hillestadlabs.com,2/25/2020
HPH,Hillestad Pharmaceuticals,178 U.S. Highway 51 North,,,,Woodruff,WI,54568-9501,USA,715-358-2113,724,CofA,,,,,,qcassistant@hillestadlabs.com,2/25/2020
HOL,Holistic Bin,90 Sea Street Box 216,,,,Weymouth,MA,2191,USA,(857) 891-1223,1193,CofA,Christopher Brown,Founder,(857) 891-1223,,,holisticbin@gmail.com,3/11/2021
HCI,Honey Combs Industries,10671 60.75 Rd,,,,Montrose,CO,81403,USA,970.240.3300,431,COFA,,,,,,derekwolfhc@gmail.com,
HSF,Horizon Snack Foods,443 West 400 North,,,,Salt Lake City,UT,84103,USA,801-326-4416,749,CofA,,,,,,nlaughridge@cutiepie.com,4/7/2020
HSF,Horizon Snack Foods,443 West 400 North,,,,Salt Lake City,UT,84103,USA,801-326-4416,953,CofA,,,,,,tewell@cutiepie.com,10/13/2020
IMT,Immune Tree,14512 S Center Point Way #100,,,,Bluffdale,UT,84065,,801.331.5402,1010,CofA,Paul Eischens,,,,,paul.colostrum6@gmail.com,12/4/2020
INI,"Independent Nutrition, Inc.",865 West 17th Ave,,,,Eugene,OR,97402,USA,541-345-5846,438,COFA,,,,,,qualityassuranceinc@gmail.com,
INI,"Independent Nutrition, Inc.",865 West 17th Ave,,,,Eugene,OR,97402,USA,541-345-5846,439,COFA,,,,,,don@independentnutritioncenters.com,
IBN,Ingredients By Nature,5555 Brooks Street,,,,Montclair,CA,91763,USA,909-230-6200,440,COFA,,,,,,xanh@ingredientsbynature.com,
IBN,Ingredients By Nature,5555 Brooks Street,,,,Montclair,CA,91763,USA,909-230-6200,441,COFA,,,,,,allie@ingredientsbynature.com,
IMI,InnoMark Inc,982 E Factory Dr,,,,St George,UT,84790,,435.627.8464,442,COFA,,,,,,rmcewen@innomarkinc.com,
IMI,InnoMark Inc,982 E Factory Dr,,,,St George,UT,84790,,435.627.8464,443,COFA,,,,,,awebb@innomarkinc.com,
IFL,Innovative Formulations,675 E HIGHWAY 43,,,,HARRISON,AR,72601,US,870-204-7767,444,COFA,,,,,,Jimmy@Innovativesupps.com,
IFL,Innovative Formulations,675 E HIGHWAY 43,,,,HARRISON,AR,72601,US,870-204-7767,445,COFA,,,,,,Derek@Innovativesupps.com,
IFL,Innovative Formulations,675 E HIGHWAY 43,,,,HARRISON,AR,72601,US,870-204-7767,446,COFA,,,,,,John@Innovativesupps.com,
IFL,Innovative Formulations,675 E HIGHWAY 43,,,,HARRISON,AR,72601,US,870-204-7767,656,CofA,,,,,,Dan@innovativesupps.com,11/18/2019
CIN,"Innovative Proteins, Inc.",PO Box 137,,,,North Sioux City,SD,57049,USA,402.987.6792,447,COFA,,,,,,seth@ipusa.green,
CIN,"Innovative Proteins, Inc.",PO Box 137,,,,North Sioux City,SD,57049,USA,402.987.6792,448,COFA,,,,,,amy@ipusa.green,
CIN,"Innovative Proteins, Inc.",PO Box 137,,,,North Sioux City,SD,57049,USA,402.987.6792,449,COFA,,,,,,don@ipusa.green,
ITN,Intermountain Nutrition,1851 W Utah Ave,,,,Payson,UT,84651,USA,801-788-4350,450,CofA,,,,,,Richard@intermountainnutrition.com,
